"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000000001",0.545542779551482,0.00346850977645006,0.0534967342673562,465.085269528238,279.726560617694,501.611027918047,373.490098193993,618.169717832773,618.551579711145,541.480205543891,592.134320290671,"Gnai3"
"ENSMUSG00000000028",-0.0749495275186256,0.842766723784743,0.917120809465547,41.3173701858799,20.7717743032941,34.5343220597623,24.1299782541063,37.4108474769114,36.2883593430538,21.0469337843915,20.2093624672584,"Cdc45"
"ENSMUSG00000000037",0.547206434398605,0.276856309580283,0.493789446779101,12.7130369802708,29.0804840246118,13.8137288239049,11.5404243823987,42.7552542593273,21.4431214299864,22.003612592773,10.1046812336292,"Scml2"
"ENSMUSG00000000056",0.535606298108182,0.0206046870572806,0.120500128129596,725.702527623789,282.4961305248,603.487277994345,583.315996055787,783.846328087667,823.910704175245,799.783483806878,779.070923112811,"Narf"
"ENSMUSG00000000058",0.396498454210869,0.0554821759473295,0.197739323982718,309.350566519922,318.500539317177,489.52401519713,385.030522576392,423.098870274593,425.563486841268,470.685973723665,662.867088926076,"Cav2"
"ENSMUSG00000000078",-0.355426943049864,0.067281475977362,0.220688482417131,751.12860158433,1413.86543757755,855.58782903061,1058.57165471275,850.651412867865,734.014541257225,753.86290100457,846.772287378127,"Klf6"
"ENSMUSG00000000085",0.271086728137389,0.151463623823033,0.350139574996667,859.189415916632,476.366024022212,545.642288544244,700.818498858392,804.333220753594,853.60118000138,735.686003645322,723.495176327851,"Scmh1"
"ENSMUSG00000000088",-0.413829483065719,0.0647090879032418,0.216173184407632,1569.00064731508,3583.82345979501,1932.1953192437,2376.27829328482,1733.36926643023,1584.31677950015,1718.19513985305,2063.37590790708,"Cox5a"
"ENSMUSG00000000093",-0.106680174122499,0.74921338858448,0.866170030064207,36.0202714441005,33.2348388852706,21.5839512873514,40.9160500830498,24.9405649846076,33.8141530242093,29.6570430598244,33.3454480709764,"Tbx2"
"ENSMUSG00000000120",0.34291983958981,0.286663485966727,0.504559791053207,88.9912588618953,44.3131185136941,47.4846928321731,111.207725866751,89.0734463735985,119.586638744155,65.0541589699375,97.0049398428403,"Ngfr"
"ENSMUSG00000000125",-0.321495772715214,0.269198282940271,0.486751190928477,68.8622836431332,119.091506005553,69.9320021710186,65.0460283371561,79.2753672725026,44.5357137392024,55.4873708861231,77.8060454989449,"Wnt3"
"ENSMUSG00000000126",0.494694648248119,0.0339515487025357,0.153944092696179,229.894085393229,102.474086562918,172.671610298811,171.008106757362,222.683615933996,282.884255787897,248.736490179173,201.083156549221,"Wnt9a"
"ENSMUSG00000000127",0.541282860587715,0.00805284465587201,0.0766505040129423,163.150641246808,105.243656470024,199.435709895127,144.779869524638,236.044632890036,230.925923092161,208.555980227152,221.29251901648,"Fer"
"ENSMUSG00000000131",-0.0286192644169245,0.828076184541863,0.908712895059936,1681.29914064081,1276.77172717581,1316.62102852844,1404.78438618471,1418.04926626769,1435.03966492986,1415.88463640452,1299.46200664472,"Xpo6"
