"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BPFC_384","BPFC_385","BPFC_386","BPFC_387","gene"
"ENSMUSG00000086999",-1.41190945453417,0.0017024184380854,0.038573356480633,23.3072344638297,42.9283335601412,25.0373834933276,36.7195321258139,16.0332203472477,14.8452379130675,12.4368245089586,4.04187249345168,"Bcas1os2"
"ENSMUSG00000087373",-1.70296941415222,0.00112177134897074,0.0335423010513363,23.3072344638297,44.3131185136941,38.8511123172325,26.2282372327242,16.9239548109837,9.07208983576346,13.3935033173401,1.01046812336292,"Gm15892"
"ENSMUSG00000087516",-1.27293701061769,0.00287033256109498,0.0495364315583789,52.9709874177948,40.1587636530353,36.2610381627504,33.572143657887,14.2517514197758,25.5667986280607,22.003612592773,5.0523406168146,"Tbx3os1"
"ENSMUSG00000087590",-1.12075716700136,0.00115900408641331,0.0338483190095281,116.536172319149,324.039679131388,102.739608127793,114.355114334678,80.1661017362386,58.556216212655,77.4909834788961,84.8793223624853,"Epb41l4aos"
"ENSMUSG00000087632",-1.79635064009391,0.000962650478095062,0.0323452170515324,27.5449134572533,196.639463404518,53.5281991926315,41.9651795723588,17.8146892747197,11.546296154608,41.1371887604016,21.2198305906213,"Gm6058"
"ENSMUSG00000090200",-1.69337378221614,0.00106458396381983,0.0330949576431564,18.0101357220502,73.3936025383059,31.080889853786,30.4247551899601,7.12587570988788,5.77314807730402,18.1768973592472,16.1674899738067,"1700025N21Rik"
"ENSMUSG00000090777",1.52983356255927,0.000980875321423765,0.0325450352393761,18.0101357220502,5.53913981421177,11.2236546694227,5.24564744654485,29.3942373032875,32.9894175845944,32.5270794849687,22.2302987139842,"Ccdc188"
"ENSMUSG00000090778",-1.58565349333433,1.64791133992906e-05,0.00419190432441084,99.5854563454542,361.428872877318,94.9693856643462,179.401142671834,67.6958192439348,66.8035706088036,51.6606556525974,57.5966830316864,"Gm3235"
"ENSMUSG00000091288",-1.26244084428648,0.00117680626865538,0.0340721306198763,38.1391109408123,87.2414520738353,50.9381250381493,49.3090859975216,21.3776271296636,10.7215607149932,29.6570430598244,32.3349799476134,"Gm17075"
"ENSMUSG00000091387",1.37004343150722,0.000297645593383589,0.0201638559182814,98.5260365970983,20.7717743032941,72.5220763255007,36.7195321258139,117.57694921315,190.513886551033,182.725652400854,104.078216706381,"Gcnt4"
