"","log2FoldChange","pvalue","padj","BInt_390","BInt_391","BInt_392","BInt_398","BNPFC_381","BNPFC_382","BNPFC_383","BNPFC_389","gene"
"ENSMUSG00000000001",0.249472193416749,0.325983168853272,0.734358759954323,424.27209649747,256.610684314206,459.550580029869,344.161833410742,280.002848579906,412.174471315453,532.340251086687,543.446287491435,"Gnai3"
"ENSMUSG00000000028",-0.00782238117035963,0.9831046731453,0.993946028446896,37.6915985498891,19.0552488352133,31.6385941500771,22.2351746304693,35.1190013473103,25.1070743948499,21.0028020155597,30.0523292621992,"Cdc45"
"ENSMUSG00000000037",0.100604595298542,0.85515010050063,0.957358201443468,11.5974149384274,26.6773483692987,12.6554376600308,10.6342139537027,7.59329758860763,10.4612809978541,29.080802790775,17.5305254029495,"Scml2"
"ENSMUSG00000000056",0.485981947170674,0.090199111720815,0.571185955420787,662.019102735232,259.151384158901,552.884432772596,537.511178023519,485.021883472312,611.984938374467,778.719274730752,945.396191373349,"Narf"
"ENSMUSG00000000058",0.0994710529322119,0.697042361028085,0.906310097691038,282.203763501734,292.180482139938,448.477072077342,354.796047364445,216.408981275317,373.467731623393,419.248240233673,469.567644721862,"Cav2"
"ENSMUSG00000000078",-0.207057255893824,0.310854602231484,0.727508115389199,685.213932612087,1297.02727071685,783.846170068159,975.447443571458,845.703518931174,829.579583129833,787.605075583489,775.099658887553,"Klf6"
"ENSMUSG00000000085",0.280929503539932,0.1582534623536,0.630385762292729,783.79195958872,437.000373287559,499.889787571217,645.786811006674,706.176675740509,765.765769042923,745.59947155237,658.646882996532,"Scmh1"
"ENSMUSG00000000088",-0.259928702847287,0.323646026005132,0.733679957235153,1431.31429365092,3287.66559903548,1770.17934269681,2189.68132773969,2411.8211465815,1865.24640191739,1584.09595201972,1383.65932644709,"Cox5a"
"ENSMUSG00000000093",0.415630172710272,0.221203952906619,0.670840145196836,32.8593423255444,30.4883981363413,19.7741213437982,37.7031221994914,53.1530831202534,40.7989958916311,34.7354033334257,31.3045096481241,"Tbx2"
"ENSMUSG00000000120",0.56656123244623,0.0863841103170724,0.568949149583686,81.1819045689919,40.6511975151218,43.503066956356,102.475152644772,93.9670576590194,127.62762817382,100.167209612669,75.1308231554979,"Ngfr"
"ENSMUSG00000000125",0.0614131596040268,0.838072976519765,0.953284719343759,62.8193309164818,109.25009332189,64.068153153906,59.9382968299607,95.8653820561713,71.1367107854081,50.8914048838562,90.1569877865975,"Wnt3"
"ENSMUSG00000000126",0.4760401182798,0.0740718818220331,0.558078075091229,209.719920136562,94.0058942537191,158.192970750385,157.579715859413,178.442493332279,282.454586942062,231.030822171157,171.54871287172,"Wnt9a"
"ENSMUSG00000000127",0.273135975961694,0.231414142231521,0.675401402328246,148.833491709819,96.5465940984143,182.712881216695,133.411047782816,148.069302977849,173.657264564379,162.367815581827,199.096681362069,"Fer"
"ENSMUSG00000000131",0.0644584750662331,0.633546948940584,0.882945241350423,1533.75812560703,1171.26262840445,1206.22140197169,1294.47386218254,1355.40361956646,1325.44430242812,1409.61113527507,1353.60699718489,"Xpo6"
"ENSMUSG00000000134",0.109633064467722,0.44162192608979,0.796823817040053,635.92491912377,533.546967385974,518.872944061264,607.116942084118,667.261025598895,602.569785476398,645.4322619397,559.724632508459,"Tfe3"
"ENSMUSG00000000142",0.700686381773729,0.00771254102496283,0.377126892721375,375.949534254022,157.523390371097,230.170772441811,357.696287533637,388.207339217565,474.942157302578,432.980841551539,529.67230324626,"Axin2"
