"","log2FoldChange","pvalue","padj","BCH_309","BCH_313","BCH_314","BCH_317","BInt_390","BInt_391","BInt_392","BInt_398","gene"
"ENSMUSG00000114095",2.58661748629624,0.000595542890972284,0.0155059033198272,1.03759955372667,3.54932085141518,10.0728889671484,1.02268563132139,14.0860399579286,58.1714592471718,15.5979525924567,9.0018335418636,"Gm47424"
"ENSMUSG00000114230",-1.82889879040552,6.42712156094533e-08,9.9795669328133e-05,179.504722794715,143.747494482315,174.90198115685,116.586161970639,79.4855111911684,17.1870220503008,36.1215744246364,39.0079453480756,"Gm48239"
"ENSMUSG00000114246",1.53519798493194,0.000320903967166628,0.0117494277537225,8.30079642981339,12.4226229799531,7.32573743065341,15.3402844698209,27.1659342045766,44.9506730546327,24.6283461986158,30.006111806212,"Gm48603"
"ENSMUSG00000114501",1.01480089889913,0.00573743682099999,0.0466828232591515,77.8199665295005,48.8031617069587,86.0774148101775,108.404676920067,111.682173952148,318.620947240191,82.9154322020064,138.028114308575,"Gm48582"
"ENSMUSG00000114563",1.73399372710612,0.0011527760190438,0.022073334535054,8.30079642981339,3.54932085141518,5.49430307299006,11.2495419445353,14.0860399579286,38.3402799583632,25.449291071903,17.0034633568535,"1700016K05Rik"
"ENSMUSG00000115023",1.83403027774789,5.80778242427304e-05,0.00526388744701909,17.6391924133535,10.6479625542455,23.8086466496236,20.4537126264278,44.270411296347,138.81825502166,43.5100782842212,34.006926713707,"Gm48967"
"ENSMUSG00000115049",1.2971426886364,6.65320535023699e-05,0.00573175272733968,74.7071678683205,77.1977285182801,82.4145460948508,79.7694792430685,119.731339642393,375.470327868109,136.276848965674,144.029336669818,"Gm49172"
"ENSMUSG00000115087",1.78935247832529,0.000868740332347877,0.0187586408046798,12.4511946447201,15.0846136185145,14.6514748613068,41.930110884177,28.1720799158572,173.192299122261,33.6587398047749,57.0116124318028,"Gm48998"
"ENSMUSG00000115276",1.28504133111895,0.00101604717461248,0.0204963493544258,58.1055750086937,60.338454474058,70.510222770039,56.2477097226765,61.3748883881174,319.943025859445,94.4086604280271,125.025465859217,"9930017N22Rik"
"ENSMUSG00000115471",1.58123027491082,0.00305522574123828,0.0335363078266393,10.3759955372667,7.09864170283035,7.32573743065341,16.3629701011423,11.0676028240867,60.8156164856796,22.9864564520414,29.0059080793383,"C230086J09Rik"
"ENSMUSG00000115505",1.53232669663842,2.44158640601744e-05,0.00335634912934927,38.3911834878869,55.0144731969352,57.6901822663956,53.1796528287123,105.645299684464,290.857296235859,72.2431488492729,126.02566958609,"Gm9247"
"ENSMUSG00000115602",1.51141733259823,0.00424413157472528,0.039720420436333,14.5263937521734,5.32398127712276,16.4829092189702,15.3402844698209,11.0676028240867,72.7143240589647,30.3749603116261,34.006926713707,"Gm7908"
"ENSMUSG00000115624",-2.118497132221,0.000793487532625418,0.0179602963046188,23.8647897357135,61.2257846869118,26.5557981861186,8.18148505057113,6.03687426768368,3.96623585776171,13.9560628458823,3.0006111806212,"Gm49204"
"ENSMUSG00000116004",2.01232655685722,0.000143971936545724,0.00817773495259936,16.6015928596268,15.0846136185145,9.15717178831676,29.6578833083203,18.110622803051,158.649434310468,43.5100782842212,65.0132422467927,"Gm49539"
"ENSMUSG00000116125",1.14840488571605,0.00220091213337361,0.0290016677118119,11.4135950909934,19.5212646827835,19.2300607554652,17.3856557324636,38.2335370286633,22.4753365273164,44.3310231575084,44.0089639824443,"Gm41361"
"ENSMUSG00000116641",-1.73294883319035,1.5658942110964e-05,0.0025949175572212,84.0455638518606,128.6628808638,84.2459804525142,61.3611378792834,52.3195769865919,10.5766289540312,27.9121256917645,16.0032596299797,"Gm41505"
"ENSMUSG00000116735",1.23224189479787,0.000176096443948431,0.00908678931310939,21.7895906282602,23.9579157470524,33.881535616772,24.5444551517134,47.2888484301888,88.5792674900116,44.3310231575084,67.0136497005402,"Gm49555"
"ENSMUSG00000116835",1.71858131373616,7.10620169548017e-05,0.00580683799812157,31.1279866118002,42.5918502169821,37.5444043320987,48.0662246721054,69.4240540783623,297.467689332128,52.5404718903803,108.022002502363,"Gm49594"
